audio_file|text
wavs/ASF001-AS-ST04U8.wav|তৎক্ষনাৎ পাচনীয়ে গৰৈচিৰিকা এটাক
wavs/ASF001-AS-ST04U9.wav|গেদগেদীৰ ঘৰলৈ লৰুৱাই পঠাই দিলে
wavs/ASF001-AS-ST04U10.wav|গৰৈয়ে গেদগেদীৰ ওচৰ পাই মাত লগালে
wavs/ASF001-AS-ST04U11.wav|সবাহলৈ যায়নে নাযায়
wavs/ASF001-AS-ST04U12.wav|গৰৈৰ কথা শুনি গেদগেদীৰ টিকচি বিকচি খং উঠিল
wavs/ASF001-AS-ST04U13.wav|গেদগেদীয়ে গৰৈক জোকোৰা মাৰি উত্তৰ দিলে
wavs/ASF001-AS-ST04U14.wav|বন্দী টভংমৰা পোৱালী খোৱা নেযাওঁ যা
wavs/ASF001-AS-ST04U15.wav|এই উত্তৰ শুনি গৰৈয়ে অপমান পাই উভতি আহি
wavs/ASF001-AS-ST04U16.wav|সমজুৱা সকলক জনালত গংগাটোপে নিজেই মাহীয়েকক মাতিবলৈ
wavs/ASF001-AS-ST04U17.wav|মেলৰ বৰগৰাকী বৰমূৰীয়া গৰৈৰ অনুমতি লৈ লৰ ধৰিলে
wavs/ASF001-AS-ST05U1.wav|গেদগেদী বায়ে যদিও গৰৈচিৰিকাৰ আগত
wavs/ASF001-AS-ST05U2.wav|খং কৰি সভালৈ নাযাওঁ বুলিছিল
wavs/ASF001-AS-ST05U3.wav|তথাপি ৰাইজৰ হুকুম পেলাব নেপায় বুলি ভাবিব
wavs/ASF001-AS-ST05U4.wav|কাছি পাৰি সেন্দুৰৰ ফোঁট ৰেখা লৈ ওলাইছিল
wavs/ASF001-AS-ST05U5.wav|এনেতে গঙ্গাটোপ ওলালহি
wavs/ASF001-AS-ST05U6.wav|গঙ্গাটোপে মাত লগালে
wavs/ASF001-AS-ST05U7.wav|কাঞ্চনমতী আই কাঞ্চনমতী আই
wavs/ASF001-AS-ST05U8.wav|গংগাটোপৰ সম্বন্ধটো শুনিয়েই গেদগেদীৰ
wavs/ASF001-AS-ST05U9.wav|মূৰৰ খং শৰ্মা পলাবলৈ তৎ নাপালে
wavs/ASF001-AS-ST05U10.wav|হৰিষতে গেদগেদীয়ে উত্তৰ দিলে
wavs/ASF001-AS-ST05U11.wav|এৰা ভালেহে জানে ভালৰ মোল
wavs/ASF001-AS-ST05U12.wav|আমাৰ গঙ্গাধৰ বোপা নে কোন
wavs/ASF001-AS-ST05U13.wav|বলা গঙাই বোপা যাওঁ বলা
wavs/ASF001-AS-ST05U14.wav|মাহীয়েকৰ মুখৰ শলাগনি
wavs/ASF001-AS-ST05U15.wav|আমাৰ গঙাই বোপাৰ দুই কাণৰ বিন্ধাইদি হো হো কৰে
wavs/ASF001-AS-ST05U16.wav|যেতিয়া সোমাবলৈ ধৰিলে গঙাই বোপা
wavs/ASF001-AS-ST05U17.wav|আনন্দত উত্রাৱল হৈ পৰিল
wavs/ASF001-AS-ST06U1.wav|আগেয়ে তেওঁক সেইদৰে কোনেও শলাগ
wavs/ASF001-AS-ST06U2.wav|লোৱা নাছিল সেই দেখি তেওঁ হাতেৰে
wavs/ASF001-AS-ST06U3.wav|স্বৰ্গখন ঢুকি পোৱা যেন লাগি গপত ওফন্দি পৰিল
wavs/ASF001-AS-ST06U4.wav|মাহীয়েকৰ কথাষাৰে গঙ্গাটোপৰ মনত যিমান পাগুলিবলৈ ধৰিলে
wavs/ASF001-AS-ST06U5.wav|সিমানে তেওঁৰ পেটটো ওফন্দিবলৈ ধৰিলে
wavs/ASF001-AS-ST06U6.wav|ওফন্দা পেটটো খোজেপতি ওফোন্দাই ওফোন্দাই খোজকাঢ়ি
wavs/ASF001-AS-ST06U7.wav|আহি গংগাটোপ যেতিয়া সবাহৰ ওচৰ পালেহি
wavs/ASF001-AS-ST06U8.wav|হঠাৎ পানী হিলৈ ফটাদি শব্দ হোৱাত সমুজুৱাসকলে ভয় খাই দিহাদিহি
wavs/ASF001-AS-ST06U9.wav|পলাই পত্রং দিলে
wavs/ASF001-AS-ST06U10.wav|এসময়ত এঠাইত এজন বৰ ধনী মানুহ আছিল
wavs/ASF001-AS-ST06U11.wav|ডাঙৰজনী লাগী আৰু সৰুজনী এলাগী
wavs/ASF001-AS-ST06U12.wav|লাগীজনীৰো এজনী ছোৱালী হৈছিল
wavs/ASF001-AS-ST06U13.wav|আৰু এলাগীজনীৰো এজনী ছোৱালী হৈছিল
wavs/ASF001-AS-ST06U14.wav|লাগী তিৰোতাৰ কথা শুনি গিৰিয়েকে সৰুজনীক
wavs/ASF001-AS-ST06U15.wav|তাইৰ জীয়েকৰ সৈতে চুৱাপাতনিত থাকিবলৈ এটি পঁজাঘৰ সজাই দিলে
wavs/ASF001-AS-ST06U16.wav|এলাগীয়ে দুখ কষ্টেৰে জীয়েকক লৈ খুজি মাগি খায়
wavs/ASF001-AS-ST06U17.wav|ঘৰতে থাকিবলৈ ধৰিলে এলাগীৰ জীয়েকৰ নাম চম্পাৱতী
wavs/ASF001-AS-ST07U1.wav|এদিন বাপেকে চম্পাৱতীক পকা ধান ৰাখিবলৈ হূকুম দিলে
wavs/ASF001-AS-ST07U2.wav|চম্পাৱতীয়ে সদায় ধাননিৰ মাজত
wavs/ASF001-AS-ST07U3.wav|টঙিৰ ওপৰত উঠি চৰাই খেদাই থাকে
wavs/ASF001-AS-ST07U4.wav|এইদৰে বহুদিন গৈছে এদিন চম্পাৱতীয়ে ধান ৰাখিবলৈ
wavs/ASF001-AS-ST07U5.wav|টঙিৰ ওপৰত উঠি হুৰ হুৰ বতা চৰাই মোৰ
wavs/ASF001-AS-ST07U6.wav|ধান নেখাবি তোক দিম গোটা কৰাই বুলি কওঁতেই
wavs/ASF001-AS-ST07U7.wav|ওচৰৰ হাবিৰ মাজৰ পৰা কোনোবাই উত্তৰ দিলে
wavs/ASF001-AS-ST07U8.wav|ধানো খাম চাউলো খাম চম্পাৱতীক বিয়া কৰাই ঘৰলৈ লৈ যাম
wavs/ASF001-AS-ST07U9.wav|চম্পাৱতীয়ে এই কথা শুনি কেউফালে মানুহ দুনুহ চাই
wavs/ASF001-AS-ST07U10.wav|কাকো নেদেখি বিচ্যুৰ্তি খালে
wavs/ASF001-AS-ST07U11.wav|তাৰ পিছত গধুলি পৰত ধান ৰাখি উভতি আহি
wavs/ASF001-AS-ST07U12.wav|চম্পাই মাকৰ আগত সেইদিনাৰ সেইখিনি কথা কলে
wavs/ASF001-AS-ST07U13.wav|পিছদিনা মাকে চম্পাৰ কথা সঁচা নে মিছা জানিবৰ নিমিত্তে
wavs/ASF001-AS-ST07U14.wav|চম্পাৰ লগতে ধাননিৰ মাজলৈ গল
wavs/ASF001-AS-ST07U15.wav|আৰু মাকে কবলৈ দিয়াত চম্পাই কবলৈ ধৰিলে হুৰ হুৰ
wavs/ASF001-AS-ST07U16.wav|ইয়াৰ উত্তৰত হাবিৰ মাজৰ পৰা কোনোবাই মাত লগালে
wavs/ASF001-AS-ST07U17.wav|মাকে এই কথা শুনি বিচ্যুৰ্তি খালে আৰু
wavs/ASF001-AS-ST08U1.wav|চম্পাক আগৰ দৰে মাতিবলৈ দিয়াত চম্পাৱতীয়ে মতাত
wavs/ASF001-AS-ST08U2.wav|পুনৰ হাবিৰপৰা আগৰ দৰে কোনোবাই উত্তৰ দিলে
wavs/ASF001-AS-ST08U3.wav|তেতিয়া মাক জীয়েক দুয়ো ঘৰলৈ উভতি আহিল
wavs/ASF001-AS-ST08U4.wav|গিৰিয়েকে এলাগীক চম্পাক আৰু
wavs/ASF001-AS-ST08U5.wav|ওচৰ চুবুৰীয়া মানুহ গোটাচেৰেকক লগত লৈ
wavs/ASF001-AS-ST08U6.wav|ধাননি লৈ গৈ চম্পাক সেইদৰে মাতিবলৈ
wavs/ASF001-AS-ST08U7.wav|দিয়াত চম্পাই আগৰ দৰে মতাত
wavs/ASF001-AS-ST08U8.wav|ওচৰৰ হাবিবপৰা আগৰ দৰে উত্তৰ পালে
wavs/ASF001-AS-ST08U9.wav|সকলো মানুহে কোনে মাতিলে বুলি চাবলৈ
wavs/ASF001-AS-ST08U10.wav|হাবিৰ মাজলৈ সোমাই গল
wavs/ASF001-AS-ST08U11.wav|কিন্তু কাকো নেদেখিলে
wavs/ASF001-AS-ST08U12.wav|তাৰ পিছত চম্পাৰ বাপেকে হাবিৰ ফালে চাই মাত লগালে
wavs/ASF001-AS-ST08U13.wav|যদি সঁচাকৈয়ে তোমাক চম্পাৱতীক লাগে
wavs/ASF001-AS-ST08U14.wav|তেনেহলে তুমি যেই কি নোহোৱা ওলাই আহা
wavs/ASF001-AS-ST08U15.wav|সত্যে সত্যে তিনি সইত খাই কৈছোঁ
wavs/ASF001-AS-ST08U16.wav|চম্পাৱতীক তোমালৈ বিয়া দিম
wavs/ASF001-AS-ST08U17.wav|এই কথা শুনি হাবিৰ মাজৰপৰা এটা ডাঙৰ অজগৰ সাপ ওলাই আহিল
wavs/ASF001-AS-ST09U1.wav|সাপটো দেখি মানুহ ভয়তে পলাবলৈ ধৰাত চম্পাৰ বাপেকে
wavs/ASF001-AS-ST09U2.wav|সিহঁতক নপলাবলৈ কৈ সাহ দিলত একেলগে সকলোটি থুপ খালে
wavs/ASF001-AS-ST09U3.wav|তাৰপিছত সি অজগৰক মাতি তাৰ ঘৰলৈ নিলে
wavs/ASF001-AS-ST09U4.wav|এলাগী আক জীয়েক দুয়ো ডিঙিত ধৰাধৰিকৈ কান্দিবলৈ ধৰিলে
wavs/ASF001-AS-ST09U5.wav|এলাগীয়ে জীয়েকক অজগৰৰে সৈতে বিয়া নিদিবলৈ
wavs/ASF001-AS-ST09U6.wav|গিৰিয়েকক কাকূতি কৰিবলৈ ধৰিলে হয়
wavs/ASF001-AS-ST09U7.wav|কিন্ত লাগীৰ কথা শুনি গিৰিয়েকে তালৈ
wavs/ASF001-AS-ST09U8.wav|কাণ নকৰি কেঁচা পাণ কেঁচা তামোল কাটি সাপলৈ চম্পাক
wavs/ASF001-AS-ST09U9.wav|বিয়া দি এটা সুকীয়া ঘৰত
wavs/ASF001-AS-ST09U10.wav|মাক জীয়েক জোঁৱায়েকক থাকিবলৈ ঠাই দিলে
wavs/ASF001-AS-ST09U11.wav|সেইদিনা লাগীৰ আনন্দৰ সীমা নাই যে
wavs/ASF001-AS-ST09U12.wav|আজি ৰাতি চম্পাৱতীক অজগৰে খাই পেলাব
wavs/ASF001-AS-ST09U13.wav|অজগৰক চম্পাৱতীৰ সৈতে একেটা কোঠালিতে থাকিবলৈ দিয়া হল
wavs/ASF001-AS-ST09U14.wav|চম্পাৱতীয়েও তাইক আজি অজগৰে গিলিব ভাবি
wavs/ASF001-AS-ST09U15.wav|ঈশ্বৰৰ চৰণত শৰণ লৈ শোকে বেজাৰে পৰি থাকিল
wavs/ASF001-AS-ST09U16.wav|মাকে পিছদিনা ৰাতিপুৱাই লৰালৰিকৈ উঠি
wavs/ASF001-AS-ST09U17.wav|চম্পাৱতীৰ ঘৰলৈ গৈ দেখে যে চম্পাৱতীৰ গা
wavs/ASF001-AS-ST20U1.wav|দি চৰু দুটাৰ তলত এডোখৰ কাঠখৰি দি থৈ
wavs/ASF001-AS-ST20U2.wav|তই আখল আৰু ঘৰৰ পৰা ওলাই বহি থাকিবি
wavs/ASF001-AS-ST20U3.wav|দেখিবি চৰুত অক্ষয় ভাত আঞ্জা হৈ আছে
wavs/ASF001-AS-ST20U4.wav|জীয়েকক বুদ্ধি দি চিলনী উৰি গুচি গল
wavs/ASF001-AS-ST20U5.wav|আৰু জীয়েকে চিলনীয়ে কোৱাৰ দৰেই কৰিলে
wavs/ASF001-AS-ST20U6.wav|ভাত খাবৰ সময়ত সতিনীয়েকহঁতে
wavs/ASF001-AS-ST20U7.wav|ভাতৰ পাতৰ তলত একোটা গাঁত খান্দি লৈছিল
wavs/ASF001-AS-ST20U8.wav|যেই চিলনীৰ জীয়েকে সিঁহতৰ পাতত ভাত দি যাই
wavs/ASF001-AS-ST20U9.wav|তেতিয়াই সিহঁতে সেই ভাত পাতৰ তলৰ গাঁতত পেলাই দি
wavs/ASF001-AS-ST20U10.wav|ভাত ঢুকাল লৈ আহ বুলি আকৌ ভাত খোজে
wavs/ASF001-AS-ST20U11.wav|এইদৰে সতিনীয়েকহঁতে যতবাৰ ভাত খোজে
wavs/ASF001-AS-ST20U12.wav|ততবাৰ চিলনীৰ জীয়েকে চৰুৰ পৰা ভাত আনি দি থাকে
wavs/ASF001-AS-ST20U13.wav|শেষত সিহঁত হাৰি লাজ পাই উঠি গল
wavs/ASF001-AS-ST20U14.wav|এদিন সতিনীয়েকহঁতে চিলনী জীয়েকক গোহালি ঘৰ অঁতাবলৈ কলে
wavs/ASF001-AS-ST20U15.wav|চিলনীৰ জীয়েকে গোহালি ঘৰৰ ভিতৰ সোমায়েই মাকক মাতিলে
wavs/ASF001-AS-ST20U16.wav|জীয়েকে এইদৰে বিনাই মতা মাত্ৰকতে চিলনী আহি আগত পৰি
wavs/ASF001-AS-ST20U17.wav|কিয় মাতিছ বুলি জীয়েকক সুধিলত
wavs/ASF001-AS-ST20U18.wav|জীয়েককে কলে আই সতিনীহঁতে মোক গোহালি অঁতাবলৈ কৈছে
wavs/ASF001-AS-ST20U19.wav|কেনেকৈ অঁতাম তোমাক সুধিবলৈ মাতিছোঁ
wavs/ASF001-AS-ST20U20.wav|কলে গোহালি ঘৰৰ ইফালৰ পৰা সিফাললৈ
wavs/ASF001-AS-ST20U21.wav|বাঢ়নীৰ কাঠি এডাল বুলাই যা
wavs/ASF001-AS-ST20U22.wav|দেখিবি ঘৰটো চিকুণ হৈ পৰিব
wavs/ASF001-AS-ST20U23.wav|এইবুলি কৈ মাক উৰি গলত চিলনীৰ জীয়েকে তাকে কৰিলে
wavs/ASF001-AS-ST20U24.wav|আৰু সেইদিনা গোহালি ঘৰ আগতকৈ বেছি চাফ হৈ জকমকীয়া হৈ পৰিল
wavs/ASF001-AS-ST20U25.wav|চিলনী জীয়েকৰ এনে সুন্দৰ বন বাৰী দেখি
wavs/ASF001-AS-ST20U26.wav|সদাগৰে তাইক বৰ ভাল পাবলৈ ধৰিলে
wavs/ASF001-AS-ST20U27.wav|চতৰ বিহুৰ ওচৰ চাপিলত সদাগৰে
wavs/ASF001-AS-ST20U28.wav|আঠোজনী ঘৈণীয়েকক পাচঁ সেৰকৈ কপাহ দি কলে
wavs/ASF001-AS-ST20U29.wav|তহঁতে মই বিহুত পিন্ধিবলৈ চোলা চুৰিয়া কাপোৰ গামোচা বৈ দে
wavs/ASF001-AS-ST20U30.wav|আৰু কাৰ কাপোৰ ভালকৈ বোৱা হয় মই চাম
wavs/ASF001-AS-ST20U31.wav|সাতোজনী ঘৈণীয়েকে গাইপতি লৰালৰি কৈ কপাহবোৰ লৈ
wavs/ASF001-AS-ST20U32.wav|চন্দিয়াই নেওঠি পাঁজি বাটি সূতা উলিয়াই কাপোৰ ববলৈ লাগি গল
wavs/ASF001-AS-ST20U33.wav|কিন্ত চিলনীৰ জীয়েকে একো কৰিব নাজানি আমন জিমনকৈ বহি থাকিল
wavs/ASF001-AS-ST21U1.wav|সতিনীয়েকহঁতে ভাবিলে এইবাৰ চিলনী জীয়েক ঠেকত পৰিল
wavs/ASF001-AS-ST21U2.wav|তাইতো একোকে নাজানে
wavs/ASF001-AS-ST21U3.wav|কেনেকৈ গিৰিয়েকৰ কাপোৰ বৈ দিয়ে দেখিম
wavs/ASF001-AS-ST21U4.wav|চিলনী জীয়েকে বাৰীৰ পিচফালে গৈ মাকক আগৰ দৰেই বিনাই মাতিলত
wavs/ASF001-AS-ST21U5.wav|মাক আহি আগতে পৰি জীয়েকক সুধিলে
wavs/ASF001-AS-ST21U6.wav|কি কথা কিয় মাতিছ
wavs/ASF001-AS-ST21U7.wav|জীয়েকে কাপোৰ বোৱাৰ কথা কলত চিলনীয়ে জীয়েকক কলে
wavs/ASF001-AS-ST21U8.wav|আই তই চিন্তা নকৰিবি তই তোৰ গিৰিয়েকক কাপোৰ দিব পাৰিবি
wavs/ASF001-AS-ST21U9.wav|চাৰিটা বাঁহৰ চুঙাত এজোলাকৈ কপাহ সুমোৱাই
wavs/ASF001-AS-ST21U10.wav|চুঙাকেইটাৰ মুখত সোপা দি থৈ দে
wavs/ASF001-AS-ST21U11.wav|বিহুৰ দিনা যেতিয়া তোৰ গিৰিয়েকে কাপোৰ খুজিব
wavs/ASF001-AS-ST21U12.wav|তেতিয়া তই চুঙা চাৰিটা আনি গিৰিয়েৰৰ হাতত দিবি
wavs/ASF001-AS-ST21U13.wav|এই বুলি চিলনী উৰি গুচি গলত
wavs/ASF001-AS-ST21U14.wav|জীয়েকে চাৰিটা চুঙা আনি চাৰিজোলা কপাহ
wavs/ASF001-AS-ST21U15.wav|মাকে কোৱাৰ দৰে ভৰাই সোপা দি থৈ দিলে
wavs/ASF001-AS-ST21U16.wav|সতিনীয়েকহঁতে লচপচকৈ কাপোৰ বৈছে
wavs/ASF001-AS-ST21U17.wav|আৰু চিলনী জীয়েকে একো নকৰাকৈ কপাহবোৰ পেলাই থৈছে
wavs/ASF001-AS-ST21U18.wav|দেখি সিহঁতে পেটে পেটে ৰং পাই ভাবিছে
wavs/ASF001-AS-ST21U19.wav|এই বাৰ বান্ধৈ পৰিল ফান্দত
wavs/ASF001-AS-ST21U20.wav|এই বাৰ চিলনী জীয়েকে কাপোৰ দিব নোৱাৰিলে সদাগৰে শুদাই নেৰে
wavs/ASF001-AS-ST21U21.wav|নিজৰ নিজৰ কাপোৰ গামোচা চোলা চুৰিয়া উলিয়াই
wavs/ASF001-AS-ST21U22.wav|আৰু চিলনী জীয়েকে মাথোন চুঙা চাৰিটা দিলে
wavs/ASF001-AS-ST21U23.wav|চুঙা চাৰিটা গিৰিয়েকৰ হাতত দিয়া দেখি ঢেক ঢেক কৰে হাঁহিবলৈ ধৰিলে
wavs/ASF001-AS-ST21U24.wav|সদাগৰেও খঙত চকু ৰঙা কৰি চিলনী জীয়েকক সুধিলে
wavs/ASF001-AS-ST21U25.wav|এইবোৰ কি দিছ তোৰ কাপোৰ কতা
wavs/ASF001-AS-ST21U26.wav|তাই কলে চু‍ঙাকেইটা মেলি চাওক
wavs/ASF001-AS-ST21U27.wav|সদাগৰে এটা এটাকৈ চুঙাকেইটাৰ সাফঁৰ মেলিলত সুন্দৰ চোলা চুৰিয়া
wavs/ASF001-AS-ST21U28.wav|পাটকাপোৰ আৰু গামোচা ওলাই পৰিল
wavs/ASF001-AS-ST21U29.wav|আৰু এইবোৰ ইমান বঢিয়া আৰু মিহি যে
wavs/ASF001-AS-ST21U30.wav|সেইবোৰৰ আগত সতিনীয়েকহঁতৰবোৰ শোটাকানি বুলিলেই হয়
wavs/ASF001-AS-ST21U31.wav|সাতোজনীয়ে দিয়া কাপোৰ বোৰ ডোখৰ ডোখৰ কৰি কাটি
wavs/ASF001-AS-ST21U32.wav|দলিয়াই পেলাই দি চিলনী জীয়েকে দিয়াবোৰ পিন্ধিলে
wavs/ASF001-AS-ST22U1.wav|লাহে লাহে সতিনীয়েকহঁতে গম পালে যে
wavs/ASF001-AS-ST22U2.wav|এজনী চিলনী আহি তাইক এনেদৰে বুদ্ধি দি যায়
wavs/ASF001-AS-ST22U3.wav|ইযাকে গম পাই সিহঁতে চিলনী জনীক মাৰিবলৈ বুলি বুদ্ধি আলচিলে
wavs/ASF001-AS-ST22U4.wav|তাই কি বুলি চিলনী জনীক মাতে সেইটো
wavs/ASF001-AS-ST22U5.wav|সিহঁতৰ ভিতৰৰ এজনীয়ে চোপা দি লুকাই থাকি শিকিলৈ
wavs/ASF001-AS-ST22U6.wav|এদিন গোহালি ঘৰৰ ভিতৰত সোমাই চিলনীৰ জীয়েকৰ নিচিনাকৈ মাতিলে
wavs/ASF001-AS-ST22U7.wav|চিলনীজনী আহি তাই আগতে পৰিল
wavs/ASF001-AS-ST22U8.wav|তেতিয়াই তাই চিলনীজনীক পূৰ্ণহতীয়াকৈ
wavs/ASF001-AS-ST22U9.wav|বাঢ়নীৰে কোব মাৰি মাৰি পেলাই গোবৰৰ তলত পুতি থলে
wavs/ASF001-AS-ST22U10.wav|চিলনীৰ জীয়েকে এই কথাৰ শুং সূত্ৰকে নাপালে
wavs/ASF001-AS-ST22U11.wav|ইয়াৰ পিচত চিলনীৰ জীয়েকে মাকক ইনাই বিনাই কতবাৰ মাতিলে
wavs/ASF001-AS-ST22U12.wav|কিন্তু মাক আৰু কৰ পৰা আহিব
wavs/ASF001-AS-ST22U13.wav|সতিনিয়েকহঁতে কিবা বুদ্ধি কৰি
wavs/ASF001-AS-ST22U14.wav|চিলনীজনী মাৰিলে বুলি
wavs/ASF001-AS-ST22U15.wav|তেতিয়া চিলনীৰ জীয়েকে বুজিব পাৰি ফেঁকুৰি কান্দিবলৈ ধৰিলে
wavs/ASF001-AS-ST22U16.wav|ইয়াৰ কিছুদিনৰ পিছত সদাগৰ বেপাৰ কৰিবলৈ যাবলৈ ওলাল
